,exp_name,env_name,seed,metric,env_step,value
0,FlashSAC,Ant-v4,0,avg_return,0.0,-79.60369095343631
1,FlashSAC,Ant-v4,0,avg_return,100000.0,5816.295683560422
2,FlashSAC,Ant-v4,0,avg_return,200000.0,6520.647472599579
3,FlashSAC,Ant-v4,0,avg_return,300000.0,6799.791722880585
4,FlashSAC,Ant-v4,0,avg_return,400000.0,7077.699893420146
5,FlashSAC,Ant-v4,0,avg_return,500000.0,7081.752250817107
6,FlashSAC,Ant-v4,0,avg_return,600000.0,7445.92536186865
7,FlashSAC,Ant-v4,0,avg_return,700000.0,7564.164412148838
8,FlashSAC,Ant-v4,0,avg_return,800000.0,7489.436103072859
9,FlashSAC,Ant-v4,0,avg_return,900000.0,7704.315819799423
10,FlashSAC,Ant-v4,0,avg_return,1000000.0,7871.735059197389
11,FlashSAC,Ant-v4,0,avg_success,0.0,0.0
12,FlashSAC,Ant-v4,0,avg_success,100000.0,0.0
13,FlashSAC,Ant-v4,0,avg_success,200000.0,0.0
14,FlashSAC,Ant-v4,0,avg_success,300000.0,0.0
15,FlashSAC,Ant-v4,0,avg_success,400000.0,0.0
16,FlashSAC,Ant-v4,0,avg_success,500000.0,0.0
17,FlashSAC,Ant-v4,0,avg_success,600000.0,0.0
18,FlashSAC,Ant-v4,0,avg_success,700000.0,0.0
19,FlashSAC,Ant-v4,0,avg_success,800000.0,0.0
20,FlashSAC,Ant-v4,0,avg_success,900000.0,0.0
21,FlashSAC,Ant-v4,0,avg_success,1000000.0,0.0
22,FlashSAC,Ant-v4,1000,avg_return,0.0,-59.29866850260776
23,FlashSAC,Ant-v4,1000,avg_return,100000.0,3783.349867281733
24,FlashSAC,Ant-v4,1000,avg_return,200000.0,5796.451511437018
25,FlashSAC,Ant-v4,1000,avg_return,300000.0,6154.602678941144
26,FlashSAC,Ant-v4,1000,avg_return,400000.0,5981.035035805996
27,FlashSAC,Ant-v4,1000,avg_return,500000.0,6723.081594367982
28,FlashSAC,Ant-v4,1000,avg_return,600000.0,6855.611353916065
29,FlashSAC,Ant-v4,1000,avg_return,700000.0,6266.999613364615
30,FlashSAC,Ant-v4,1000,avg_return,800000.0,6386.68502815464
31,FlashSAC,Ant-v4,1000,avg_return,900000.0,7063.957034027426
32,FlashSAC,Ant-v4,1000,avg_return,1000000.0,7178.456049582156
33,FlashSAC,Ant-v4,1000,avg_success,0.0,0.0
34,FlashSAC,Ant-v4,1000,avg_success,100000.0,0.0
35,FlashSAC,Ant-v4,1000,avg_success,200000.0,0.0
36,FlashSAC,Ant-v4,1000,avg_success,300000.0,0.0
37,FlashSAC,Ant-v4,1000,avg_success,400000.0,0.0
38,FlashSAC,Ant-v4,1000,avg_success,500000.0,0.0
39,FlashSAC,Ant-v4,1000,avg_success,600000.0,0.0
40,FlashSAC,Ant-v4,1000,avg_success,700000.0,0.0
41,FlashSAC,Ant-v4,1000,avg_success,800000.0,0.0
42,FlashSAC,Ant-v4,1000,avg_success,900000.0,0.0
43,FlashSAC,Ant-v4,1000,avg_success,1000000.0,0.0
44,FlashSAC,Ant-v4,2000,avg_return,0.0,-144.64111506512026
45,FlashSAC,Ant-v4,2000,avg_return,100000.0,2901.0200240948507
46,FlashSAC,Ant-v4,2000,avg_return,200000.0,5672.593547233217
47,FlashSAC,Ant-v4,2000,avg_return,300000.0,6483.789954662772
48,FlashSAC,Ant-v4,2000,avg_return,400000.0,6910.181374502699
49,FlashSAC,Ant-v4,2000,avg_return,500000.0,6910.472965188987
50,FlashSAC,Ant-v4,2000,avg_return,600000.0,7102.168116804238
51,FlashSAC,Ant-v4,2000,avg_return,700000.0,7041.093985825932
52,FlashSAC,Ant-v4,2000,avg_return,800000.0,7474.500873494248
53,FlashSAC,Ant-v4,2000,avg_return,900000.0,7643.151607111357
54,FlashSAC,Ant-v4,2000,avg_return,1000000.0,7699.329627408003
55,FlashSAC,Ant-v4,2000,avg_success,0.0,0.0
56,FlashSAC,Ant-v4,2000,avg_success,100000.0,0.0
57,FlashSAC,Ant-v4,2000,avg_success,200000.0,0.0
58,FlashSAC,Ant-v4,2000,avg_success,300000.0,0.0
59,FlashSAC,Ant-v4,2000,avg_success,400000.0,0.0
60,FlashSAC,Ant-v4,2000,avg_success,500000.0,0.0
61,FlashSAC,Ant-v4,2000,avg_success,600000.0,0.0
62,FlashSAC,Ant-v4,2000,avg_success,700000.0,0.0
63,FlashSAC,Ant-v4,2000,avg_success,800000.0,0.0
64,FlashSAC,Ant-v4,2000,avg_success,900000.0,0.0
65,FlashSAC,Ant-v4,2000,avg_success,1000000.0,0.0
66,FlashSAC,Ant-v4,3000,avg_return,0.0,-317.89136216163763
67,FlashSAC,Ant-v4,3000,avg_return,100000.0,2079.4096906752875
68,FlashSAC,Ant-v4,3000,avg_return,200000.0,5707.349539792424
69,FlashSAC,Ant-v4,3000,avg_return,300000.0,6626.670482773963
70,FlashSAC,Ant-v4,3000,avg_return,400000.0,6482.097152910201
71,FlashSAC,Ant-v4,3000,avg_return,500000.0,6839.788128103141
72,FlashSAC,Ant-v4,3000,avg_return,600000.0,7274.436013969102
